Mission ID;Mission Name Short;Mission Name Full;Mission Agencies;Mission Status;Launch Date;EOL Date;Applications;Instruments;Instrument IDs;Orbit Type;Orbit Altitude;Orbit Period;Orbit Inclination;Repeat Cycle;Orbit LST;Orbit Longitude;Orbit Sense;Mission Site;Data Access Portal
801;JPSS-3;Joint Polar Satellite System - 3 (Polar Follow-on);NOAA, EUMETSAT, NASA;Planned;2026;2033;"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system. Instrument complement for JPSS-3 and JPSS-4 remains TBD.";ATMS, CrIS, Libera, OMPS, OMPS-L, VIIRS;413, 325, 1904, 681, 1718, 412;Sun-synchronous;833 km;101.5 mins;98.75 deg;16;13:30;;Ascending;http://www.jpss.noaa.gov;
802;JPSS-4;Joint Polar Satellite System - 4 (Polar Follow-0n);NOAA, EUMETSAT, NASA;Planned;2031;2038;"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system. Instrument complement for JPSS-3 and JPSS-4 remains TBD.";ATMS, CrIS, OMPS, OMPS-L, VIIRS;413, 325, 681, 1718, 412;Sun-synchronous;833 km;101.5 mins;98.75 deg;16;13:30;;Ascending;http://www.jpss.noaa.gov;
610;Kanopus-V N1;Environmental Satellite Kanopus-V;ROSKOSMOS, ROSHYDROMET;Operational (extended);22-juil-12;Dec 2020;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, PSS;835, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";http://geoportal.ntsomz.ru/
792;Kanopus-V N3;Environmental Satellite Kanopus-V N3;ROSKOSMOS, ROSHYDROMET;Operational (nominal);01 Feb 2018;Feb 2023;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, PSS;835, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";http://geoportal.ntsomz.ru/
793;Kanopus-V N4;Environmental Satellite Kanopus-V N4;ROSKOSMOS, ROSHYDROMET;Operational (nominal);01 Feb 2018;Feb 2023;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, PSS;835, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";http://geoportal.ntsomz.ru/
794;Kanopus-V N5;Environmental Satellite Kanopus-V N5;ROSKOSMOS, ROSHYDROMET;Operational (nominal);27 Dec 2018;Dec 2023;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, PSS;835, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";http://geoportal.ntsomz.ru/
795;Kanopus-V N6;Environmental Satellite Kanopus-V N6;ROSKOSMOS, ROSHYDROMET;Operational (nominal);27 Dec 2018;Dec 2023;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, PSS;835, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";http://geoportal.ntsomz.ru/
625;Kanopus-V-IR N2;Environmental Satellite Kanopus-V-IR N2;ROSKOSMOS, ROSHYDROMET;Operational (nominal);14-juil-17;juil-21;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;MSS, MSU-IK-SR, PSS;835, 1692, 834;Sun-synchronous;510 km;94.7 mins;97.4 deg;5;;;Ascending;"http://www.federalspace.ru; http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru";
938;Kanopus-VO N1;Environmental Satellite Kanopus-VO N1;ROSKOSMOS, ROSHYDROMET;Approved;Dec 2025;Dec 2030;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;;;Sun-synchronous;;;;;;;TBD;;
939;Kanopus-VO N2;Environmental Satellite Kanopus-VO N2;ROSKOSMOS, ROSHYDROMET;Approved;Dec 2025;Dec 2030;Disaster monitoring, forest fire detection, land surface, environmental monitoring.;;;Sun-synchronous;;;;;;;TBD;;
914;KhalifaSat;KhalifaSat;MBRSC, UAE SA;Operational (nominal);29-oct-18;oct-23;"KhalifaSat is the first satellite to be manufactured in the clean rooms at MBRSC space technology labs in Dubai. KhalifaSat will provide high-quality images at a resolution of 70 cm for a variety of uses. The main objectives of the KhalifaSat mission are to: develop a sub-meter resolution small satellite system to be used for global imaging and download; establish the necessary infrastructure for the development of the satellites in the UAE; and, contribute locally and internationally with value-added products and services derived from KhalifaSat images.";KHCS;1888;Sun-synchronous;613 km;;97.13 deg;8;13:30:00;;Descending;https://mbrsc.ae/en/page/khalifa-sat;
407;KOMPSAT-2;Korea Multi-Purpose Satellite -2;KARI, ASTRIUM, E-LOP;Operational (extended);27-juil-06;Dec 2020;Cartography, land use and planning, disaster monitoring.;MSC;735;Sun-synchronous;685 km;98.5 mins;98.1 deg;28;10:50;;Ascending;http://kompsat.kari.re.kr/english/index.asp;
637;KOMPSAT-3;Korea Multi-Purpose Satellite -3;KARI, ASTRIUM;Operational (nominal);18 May 2012;May 2021;Cartography, land use and planning, disaster monitoring.;AEISS;1522;Sun-synchronous;685 km;98.5 mins;98.1 deg;28;10:50;;Ascending;http://kompsat.kari.re.kr/english/index.asp;
698;KOMPSAT-3A;Korea Multi-Purpose Satellite -3A;KARI;Operational (nominal);26-mars-15;mars-22;Cartography, land use and planning, disaster monitoring.;AEISS-A;1614;Sun-synchronous;528 km;98.5 mins;98.1 deg;28;10:50;;Ascending;http://kompsat.kari.re.kr/english/index.asp;
638;KOMPSAT-5;Korea Multi-Purpose Satellite -5;KARI, TAS-i;Operational (nominal);22 Aug 2013;Aug 2022;Cartography, land use and planning, disaster monitoring.;COSI;1523;Sun-synchronous;550 km;98.5 mins;98.1 deg;28;06:00;;Descending;http://kompsat.kari.re.kr/english/index.asp;
761;KOMPSAT-6;Korea Multi-Purpose Satellite -6;KARI;Approved;nov-21;nov-25;Cartography, land use and planning, disaster monitoring;TBD;1695;Sun-synchronous;550 km;98.5 mins;98.1 deg;28;06:00;;Descending;http://kompsat.kari.re.kr/english/index.asp;
850;KOMPSAT-7;Korea Multi-Purpose Satellite -7;KARI, KAI;Approved;sept-22;sept-26;Cartography, land use and planning, disaster monitoring;AEISS-HR;1789;Sun-synchronous;685 km;98.5 mins;98.1 deg;28;10:50;;Ascending;http://kompsat.kari.re.kr/english/index.asp;
922;KOMPSAT-7A;Korea Multi-Purpose Satellite -7A;KARI, KAI;Approved;sept-25;sept-29;Cartography, land use and planning, disaster monitoring;AEISS-HR-A;1900;Sun-synchronous;685 km;98.5 mins;98.1 deg;28;10:50:00;;Ascending;http://kompsat.kari.re.kr/english/index.asp;
790;Kondor-FKA N1;SAR Satellite Kondor-FKA N1;ROSKOSMOS;Approved;Dec 2021;Dec 2026;Disaster monitoring, sea surface monitoring, information support of environmental managment;BRLK S-range;1750;TBD;;;;;;;TBD;'http://en.roscosmos.ru/;
791;Kondor-FKA N2;SAR Satellite Kondor-FKA N2;ROSKOSMOS;Approved;Dec 2022;Dec 2027;Disaster monitoring, sea surface monitoring, information support of environmental managment;BRLK S-range;1750;TBD;;;;;;;TBD;'http://en.roscosmos.ru/;
201;LAGEOS-1;Laser Geodynamics Satellite - 1;NASA, ASI;Operational (nominal);04 May 1976;May 2052;Geodesy, crustal motion and gravity field measurements by laser ranging.;LRA (LAGEOS);1510;Inclined, non-sun-synchronous;5900 km;226 mins;110 deg;;;;N/A;http://www.asi.it;https://search.earthdata.nasa.gov/search?q=lageos-1
238;LAGEOS-2;Laser Geodynamics Satellite - 2;ASI, NASA;Operational (nominal);22-oct-92;oct-52;Geodesy, crustal motion and gravity field measurements by laser ranging.;LRA (LAGEOS);1510;Inclined, non-sun-synchronous;5800 km;223 mins;52.6 deg;;;;N/A;http://www.asi.it;https://search.earthdata.nasa.gov/search?q=lageos-2
349;Landsat 7;Landsat 7;USGS, NASA;Operational (extended);15 Apr 1999;juil-21;5-year nominal mission life, currently in extended operations. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover. The LST will be allowed to drift below the mission specification towards end of mission life.;ETM+;322;Sun-synchronous;705 km;98.9 mins;98.2 deg;16;10:03;;Descending;https://www.usgs.gov/land-resources/nli/landsat/landsat-7, http://www.nasa.gov/landsat;https://earthexplorer.usgs.gov/
547;Landsat 8;Landsat 8;USGS, NASA;Operational (extended);11 Feb 2013;May 2023;5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.;OLI, TIRS;897, 1524;Sun-synchronous;705 km;98.9 mins;98.2 deg;16;10:11;;Descending;https://www.usgs.gov/land-resources/nli/landsat/landsat-8, https://landsat.gsfc.nasa.gov/landsat-8/;https://earthexplorer.usgs.gov/
772;Landsat 9;Landsat 9;NASA, USGS;Approved;sept-21;sept-26;5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.;OLI-2, TIRS-2;1769, 1746;Sun-synchronous;705 km;98.9 mins;98.2 deg;16;10:11;;Descending;https://www.usgs.gov/land-resources/nli/landsat/landsat-9, https://landsat.gsfc.nasa.gov/landsat-9/;
19;LARES;LAser RElativity Satellite;ASI;Operational (nominal);13 Feb 2012;Feb 2052;Scientific objectives are the measurement of the dragging of inertial frames due to the Earth's angular momentum, or Lense-Thirring effect, and a high precision test of the Earth's gravitomagnetic field with accuracy of the order of a few percent. Gravitomagnetic field and dragging of inertial frames are predictions of Einstein's theory of General Relativity. In addition, LARES will allow other measurements in geodesy and geodynamics.;LCCRA;772;Inclined, non-sun-synchronous;1450 km;99.1 mins;71 deg;;Not defined;;Ascending;http://www.asi.it;
916;Light-1;Light-1;UAE SA, Khalifa University, NYUAD;Approved;Aug 2021;Dec 2021;Light-1 is a 3U CubeSat satellite mission to study Terrestrial Gamma-ray Flashes (TGFs), upward directed bursts of X-rays and gamma-rays associated with thunderstorm activity. The mission will be based on an original detector design being developed at New York University Abu Dhabi (NYUAD).;TGF Detectors;1889;Inclined, non-sun-synchronous;400 km;90 mins;51.6 deg;;;;;;
780;LIS-on-ISS;International Space Station/Lightning Imaging Sensor;NASA;Operational (extended);19 Feb 2017;sept-23;Spare LIS unit from the TRMM mission. NASA selected the LIS spare hardware to fly to the space station in order to take advantage of the orbiting laboratoryâ€™s high inclination. Will monitor global lightning for Earth science studies, provide cross-sensor calibration and validation with other space-borne instruments, and ground-based lightning networks. LIS will also supply real-time lightning data over data-sparse regions, such as oceans, to support operational weather forecasting and warning.;LIS Copy;1877;Inclined, non-sun-synchronous;405 km;90 mins;51 deg;;;;;http://lightning.nsstc.nasa.gov/lis/;https://search.earthdata.nasa.gov/search?q=isslis
747;LOTUSat 1;LOTUSat 1;VAST;Planned;2023;2028;Natural hazard prevention;LOTUSat 1 SAR;1678;Sun-synchronous;505 km;;97 deg;;;;;;
815;MAIA;Multi-Angle Imager for Aerosols;NASA;Approved;oct-21;oct-26;To determine associations between different types of airborne particulate matter and adverse human health outcomes.;MAIA;1768;Sun-synchronous;740 km;100 mins;98.2 deg;;10:30;;Ascending;https://maia.jpl.nasa.gov/;https://earthdata.nasa.gov/eosdis/daacs/asdc
940;MDASat-1a;MDASat-1a;SANSA, CPUT;Approved;Dec 2021;Dec 2024;The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.;AIS Receiver (MDASat-1);1906;Sun-synchronous;550 km;;;;10:30:00;;Ascending;;https://blogs.cput.ac.za/fsati/operation-phakisa/
941;MDASat-1b;MDASat-1b;SANSA, CPUT;Approved;Dec 2021;Dec 2024;The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.;AIS Receiver (MDASat-1);1906;Sun-synchronous;550 km;;;;10:30:00;;Ascending;;https://blogs.cput.ac.za/fsati/operation-phakisa/
942;MDASat-1c;MDASat-1c;SANSA, CPUT;Approved;Dec 2021;Dec 2024;The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.;AIS Receiver (MDASat-1);1906;Sun-synchronous;550 km;;;;10:30:00;;Ascending;;https://blogs.cput.ac.za/fsati/operation-phakisa/
375;MEGHA-TROPIQUES;Megha-Tropiques;CNES, ISRO;Operational (extended);12-oct-11;Dec 2020;Study of the inter-tropical zone and its convective systems (water and energy cycles).;MADRAS, ROSA, SAPHIR, ScaRaB;865, 927, 675, 382;Inclined, non-sun-synchronous;867 km;102.16 mins;20 deg;;;;Ascending;http://smsc.cnes.fr/MEGHAT/;
678;MERLIN;Methane Remote Sensing Lidar Mission;CNES, DLR;Approved;mars-25;nov-28;Global atmospheric methane concentration.;IPDA LIDAR;1590;Sun-synchronous;500 km;90 mins;;28;6:00 or 18:00;;Ascending;http://www.dlr.de/rd/desktopdefault.aspx/tabid-2440/3586_read-31672/;
477;Meteor-M N2;Meteorological Satellite Meteor-M N2;ROSKOSMOS, ROSHYDROMET;Operational (extended);08-juil-14;Dec 2020;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;DCS , GGAK-M, IKFS-2, KMSS, MSU-MR, MTVZA, Severjanin;799, 853, 778, 801, 779, 673, 900;Sun-synchronous;832 km;101 mins;98.77 deg;1;09:30;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
736;Meteor-M N2-2;Meteorological Satellite Meteor-M N2-2;ROSKOSMOS, ROSHYDROMET;Operational (nominal);05-juil-19;mars-24;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA;900, 799, 853, 778, 801, 779, 673;Sun-synchronous;832 km;101 mins;98.77 deg;;TBD;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
813;Meteor-M N2-3;Meteorological Satellite Meteor-M N2-3;ROSKOSMOS, ROSHYDROMET;Approved;Dec 2021;Dec 2026;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA;900, 799, 853, 778, 801, 779, 673;Sun-synchronous;832 km;101 mins;98.77 deg;;TBD;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
810;Meteor-M N2-4;Meteorological Satellite Meteor-M N2-4;ROSKOSMOS, ROSHYDROMET;Approved;Dec 2022;Dec 2027;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA;900, 799, 853, 778, 801, 779, 673;Sun-synchronous;832 km;101 mins;98.77 deg;;TBD;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
811;Meteor-M N2-5;Meteorological Satellite Meteor-M N2-5;ROSKOSMOS, ROSHYDROMET;Planned;2025;2030;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA;900, 799, 853, 778, 801, 779, 673;Sun-synchronous;832 km;101 mins;98.77 deg;;TBD;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
875;Meteor-M N2-6;Meteorological Satellite Meteor-M N2-6;ROSKOSMOS, ROSHYDROMET;Planned;2025;2030;Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.;BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA;900, 799, 853, 778, 801, 779, 673;Sun-synchronous;832 km;101 mins;98.77 deg;;TBD;;Ascending;"http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;";http://geoportal.ntsomz.ru/
623;Meteor-MP N1;Meteor-MP Meteorological Satellite N1;ROSHYDROMET;Planned;2026;2028;Hydrometeorology, climatology, heliogeophysics, DCS.;Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP;1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573;Sun-synchronous;830 km;;98.7 deg;;21:30;;;http://planet.iitp.ru;
681;Meteor-MP N2;Meteor-MP Meteorological Satellite N2;ROSHYDROMET;Planned;2027;2029;Hydrometeorology, climatology, heliogeophysics, DCS.;Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP;1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573;Sun-synchronous;836 km;;98.7 deg;;09:30;;;http://planet.iitp.ru;
682;Meteor-MP N3;Meteor-MP Meteorological Satellite N3;ROSHYDROMET;Planned;2028;2030;Hydrometeorology, climatology, heliogeophysics, DCS.;Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP;1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573;Sun-synchronous;;;;;;;;http://planet.iitp.ru;
260;Meteosat-10;Meteosat Second Generation-3;EUMETSAT, ESA;Operational (nominal);05-juil-12;sept-30;Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.;GERB, MSG Comms, SEVIRI;303, 296, 302;Geostationary;35779 km;1436 mins;0 deg;;;9.5;N/A;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
451;Meteosat-11;Meteosat Second Generation-4;EUMETSAT, ESA;Operational (nominal);15-juil-15;Dec 2033;Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.;GERB, MSG Comms, SEVIRI;303, 296, 302;Geostationary;35779 km;1436 mins;0 deg;;;0;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
229;Meteosat-8;Meteosat Second Generation-1;EUMETSAT, ESA;Operational (nominal);28 Aug 2002;janv-22;Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.;GERB, MSG Comms, SEVIRI;303, 296, 302;Geostationary;35779 km;1436 mins;6.8 deg;;;41.5;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
259;Meteosat-9;Meteosat Second Generation-2;EUMETSAT, ESA;Operational (nominal);22 Dec 2005;janv-25;Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.;GERB, MSG Comms, SEVIRI;303, 296, 302;Geostationary;35779 km;1436 mins;4.5 deg;;;3.5;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
261;Metop-A;Meteorological Operational Polar Satellite - A;EUMETSAT, NOAA, CNES, ESA;Operational (nominal);19-oct-06;Dec 2021;Meteorology, climatology. Metop-A is in a drifting LST orbit since August 2017 and LTAN is drifting from the original 09:30 to expected 07:30 by end-of-life.;AMSU-A, ARGOS, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, S&R (NOAA), SEM (POES);312, 154, 308, 403, 307, 306, 564, 305, 304, 189, 65;Inclined, non-sun-synchronous;824 km;101.4 mins;98.5 deg;29;8:40 (Snapshot);;Descending;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
230;Metop-B;Meteorological Operational Polar Satellite - B;EUMETSAT, NOAA, CNES, ESA;Operational (nominal);17-sept-12;sept-24;Meteorology, climatology. Due to a hardware problem on the Metop-B satellite, the A-DCS3 instrument is only supporting an ARGOS-2 service.;AMSU-A, ARGOS, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, S&R (NOAA), SEM (POES);312, 154, 308, 403, 307, 306, 564, 305, 304, 189, 65;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
231;Metop-C;Meteorological Operational Polar Satellite - C;EUMETSAT, NOAA, CNES, ESA;Operational (nominal);07-nov-18;sept-23;Meteorology, climatology.;A-DCS3, AMSU-A, ASCAT, AVHRR/3, GOME-2, GRAS, IASI, MHS, SEM (POES);154, 312, 308, 403, 307, 306, 305, 304, 65;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html;http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
557;METOP-SG A1;EUMETSAT Polar System, Second Generation;EUMETSAT, DLR, COM, CNES, ESA;Approved;oct-23;Apr 2031;Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.;3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5);1627, 1626, 965, 1663, 1628, 1504;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
838;METOP-SG A2;EUMETSAT Polar System, Second Generation;EUMETSAT, DLR, COM, CNES, ESA;Approved;nov-30;May 2038;Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.;3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5);1627, 1626, 965, 1663, 1628, 1504;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;
839;METOP-SG A3;EUMETSAT Polar System, Second Generation;EUMETSAT, DLR, COM, CNES, ESA;Approved;nov-37;May 2045;Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.;3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5);1627, 1626, 965, 1663, 1628, 1504;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;
702;METOP-SG B1;EUMETSAT Polar System, Second Generation;EUMETSAT, CNES, ESA;Approved;oct-24;Apr 2032;Meteorology, climatology. 3 satellites.;ARGOS-4, ICI, MWI, RO, SCA;694, 1662, 1630, 1628, 1631;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
840;METOP-SG B2;EUMETSAT Polar System, Second Generation;EUMETSAT, CNES, ESA;Approved;nov-31;May 2039;Meteorology, climatology. 3 satellites.;ARGOS-4, ICI, MWI, RO, SCA;694, 1662, 1630, 1628, 1631;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;
841;METOP-SG B3;EUMETSAT Polar System, Second Generation;EUMETSAT, CNES, ESA;Approved;nov-38;May 2046;Meteorology, climatology. 3 satellites.;A-DCS4, ICI, MWI, RO, SCA;694, 1662, 1630, 1628, 1631;Sun-synchronous;824 km;101.4 mins;98.7 deg;29;09:30;;Descending;http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html;
915;MeznSat;MeznSat;UAE SA, American University of Ras Al Khaimah, Khalifa University;Operational (nominal);28-sept-20;Dec 2023;MeznSat is a 3U CubeSat to be developed, built and tested primarily by university students to detect Greenhouse Gas (GHG) concentrations.;ARGUS 2000;1885;Sun-synchronous;500 km;90 mins;97 deg;2;12:00:00;;;;
858;MicroCarb;MicroCarb;CNES, UKSA;Approved;Dec 2021;Dec 2024;The objective of the MicroCarb mission being to measure the CO2 concentration with extreme precision (of the order of 1 ppm, which is 0.3 %).;Microcarb;1799;Sun-synchronous;650 km;;;21;10:30;;Descending;https://microcarb.cnes.fr/en/MICROCARB/GP_mission.htm;
879;MicroDragon;MicroDragon;VAST, Keio University;Operational (nominal);18-janv-19;janv-21;Aquaculture support;MicroDragon SMI & TPI;1820;Sun-synchronous;511 km;;97 deg;;09:30;;;;
548;MTG-I1 (imaging);Meteosat Third Generation - Imaging Satellite 1;EUMETSAT, ESA;Approved;sept-22;mars-31;Meteorology, climatology, atmospheric dynamics/water and energy cycles.;FCI, LI;885, 890;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
587;MTG-I2 (imaging);Meteosat Third Generation - Imaging Satellite 2;EUMETSAT, ESA;Approved;Apr 2025;oct-33;Meteorology, climatology, atmospheric dynamics/water and energy cycles.;FCI, LI;885, 890;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
588;MTG-I3 (imaging);Meteosat Third Generation - Imaging Satellite 3;EUMETSAT, ESA;Approved;janv-31;juil-39;Meteorology, climatology, atmospheric dynamics/water and energy cycles.;FCI, LI;885, 890;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
589;MTG-I4 (imaging);Meteosat Third Generation - Imaging Satellite 4;EUMETSAT, ESA;Approved;Apr 2033;oct-41;Meteorology, climatology, atmospheric dynamics/water and energy cycles.;FCI, LI;885, 890;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
556;MTG-S1 (sounding);Meteosat Third Generation S1 Sounding Satellite 1;EUMETSAT, COM, ESA;Approved;oct-23;Apr 2032;Supporting European atmospheric composition and air quality monitoring services. MTG S1 carries the Sentinel-4 A mission.;IRS, UVN;950, 949;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
